ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
1787,Bifunctional protein PutA,putA,468875,U05212,P09546,PUTA_ECOLI,1TIW; 1TJ0; 1TJ1; 1TJ2; 2AY0; 2FZM; 2FZN; 2GPE; 2RBF; 3E2Q; 3E2R; 3E2S; 3ITG; 4JNY; 4JNZ; 4O8A,,,,Escherichia coli (strain K12),DB03051; DB03147; DB04398
1788,Bifunctional polymyxin resistance protein ArnA,arnA,16555376,AY057445,P77398,ARNA_ECOLI,1U9J; 1YRW; 1Z73; 1Z74; 1Z75; 1Z7B; 1Z7E; 2BLL; 2BLN; 4WKG,,,,Escherichia coli (strain K12),DB03256; DB03685
1789,"Mannosyl-oligosaccharide alpha-1,2-mannosidase",MSDC,987684,D45839,P31723,MAN12_PENCI,1KKT; 1KRE; 1KRF; 2RI8; 2RI9,,,,Penicillium citrinum,DB02742; DB03206
1790,Autolysin,lytA,153695,M13812,P06653,ALYS_STRPN,1GVM; 1H8G; 1HCX; 2BML; 4IVV; 4X36,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01912; DB02613; DB03034
1791,Genome polyprotein,,323206,M31182,P19711,POLG_BVDVN,1S48; 1S49; 1S4F; 4ILD; 4JNT,,,,BVDV,DB04137
1792,Signal recognition particle protein,ffh,2149137,U82109,O07347,SRP54_THEAQ,1FFH; 1JPJ; 1JPN; 1LS1; 1NG1; 1O87; 1OKK; 1RJ9; 1RY1; 2C03; 2C04; 2CNW; 2FFH; 2IY3; 2J45; 2J46; 2J7P; 2NG1; 2XKV; 3NG1; 3ZN8,,,,Thermus aquaticus,DB01942; DB04315
1793,"6,7-dimethyl-8-ribityllumazine synthase 2",ribH2,23464060,AE014292,P61713,RISB2_BRUSU,,,,,Brucella suis biovar 1 (strain 1330),DB04162
1794,8-amino-7-oxononanoate synthase,bioF,,J04423,P12998,BIOF_ECOLI,1BS0; 1DJ9; 1DJE; 2G6W,,,,Escherichia coli (strain K12),DB03160
1795,Histidine--tRNA ligase,hisS,146372,M11843,P60906,SYH_ECOLI,1HTT; 1KMM; 1KMN; 2EL9,,,,Escherichia coli (strain K12),DB03811; DB04201
1796,Elongation factor G,fusA,,,P13551,EFG_THETH,1FNM; 1IP8; 1IPM; 1IPO; 1IPR; 1JQM; 1JQS; 1KTV; 1PN6; 2BCW; 2BM0; 2BM1; 2BV3; 2J7K; 2OM7; 3IZP; 4M1K; 4MYT; 4MYU,,,,Thermus thermophilus,DB02703; DB04315
1797,Deoxyribose-phosphate aldolase,deoC,41252,X03224,P0A6L0,DEOC_ECOLI,1JCJ; 1JCL; 1KTN; 1P1X,,,,Escherichia coli (strain K12),DB04087
1798,GTPase Obg,obg,508979,M24537,P20964,OBG_BACSU,1LNZ,,,,Bacillus subtilis (strain 168),DB04022
1799,Hydroxylamine reductase,hcp,49286,Z11975,Q01770,HCP_DESDA,1GN9; 1GNL; 1OA0; 1UPX,,,,Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949),DB02761; DB03814
1800,Chloramphenicol acetyltransferase,cat,16505914,AL513383,P62580,CAT_SALTI,,,,,Salmonella typhi,DB02703
1801,Isoaspartyl dipeptidase,iadA,640031,U15029,P39377,IADA_ECOLI,1ONW; 1ONX; 1PO9; 1POJ; 1POK; 1YBQ; 2AQO; 2AQV,,,,Escherichia coli (strain K12),DB02437; DB03801
1802,Nitrite reductase,nirS,1654415,U75413,P72181,NIRS_PARPN,1AOF; 1AOM; 1AOQ; 1DY7; 1E2R; 1GQ1; 1H9X; 1H9Y; 1HCM; 1HJ3; 1HJ4; 1HJ5; 1QKS,,,,Paracoccus pantotrophus,DB03309; DB03317; DB03469
1803,"PTS system N,N'-diacetylchitobiose-specific EIIB component",chbB,41097,X52890,P69795,PTQB_ECOLI,1E2B; 1H9C; 1IIB; 2WWV; 2WY2,,,,Escherichia coli (strain K12),DB03544
1804,Beta-glucosidase A,bglA,142580,M60210,P22073,BGLA_PAEPO,1BGA; 1BGG; 1E4I; 1TR1; 1UYQ,,,,Paenibacillus polymyxa,DB02658; DB04282; DB04304
1805,Cytochrome c-552,cycA,,,P04164,CY552_THETH,1C52; 1QYZ; 1R0Q; 2FWL; 3VNW,,,,Thermus thermophilus,DB02949; DB03224
1806,"Alanine racemase, catabolic",dadX,5690425,AF165881,Q9HTQ2,ALR2_PSEAE,1RCQ,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB03252; DB03801
1807,Flavodoxin,,,,P00322,FLAV_CLOBE,1FLA; 1FLD; 1FLN; 1FVX; 2FAX; 2FDX; 2FLV; 2FOX; 2FVX; 3NLL; 4NLL; 4NUL; 5NLL; 5NUL; 5ULL; 6NUL,,,,Clostridium beijerinckii,DB03247
1809,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,NMNAT1,11245478,AF314163,Q9HAN9,NMNA1_HUMAN,1GZU; 1KKU; 1KQN; 1KQO; 1KR2; 8QE8,NMNAT1,NMNAT1,HGNC:17877,Humans,DB03227; DB04099
1810,Beta-glucosidase A,bglA,395291,X74163,Q08638,BGLA_THEMA,1OD0; 1OIF; 1OIM; 1OIN; 1UZ1; 1W3J; 2CBU; 2CBV; 2CES; 2CET; 2J75; 2J77; 2J78; 2J79; 2J7B; 2J7C; 2J7D; 2J7E; 2J7F; 2J7G; 2J7H; 2JAL; 2VRJ; 2WBG; 2WC3; 2WC4; 4GXP,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB03206; DB03862; DB04545; DB04658; DB07367; DB07370; DB08090; DB08260
1811,DNA helicase/primase,,15519,V01127,P03692,HELIC_BPT7,1CR0; 1CR1; 1CR2; 1CR4; 1E0J; 1E0K; 1NUI; 1Q57,,,,Enterobacteria phage T7,DB02452; DB03222
1812,Xanthine phosphoribosyltransferase,xpt,633169,X83878,P42085,XPT_BACSU,1Y0B; 2FXV,,,,Bacillus subtilis (strain 168),DB04022
1813,Cell division protein FtsZ,ftsZ,2104497,U65944,O08398,FTSZ_THEMA,1W5F; 4A2A,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB03532
1814,GTP cyclohydrolase 1,folE,24052588,AE005674,P0A6T8,GCH1_SHIFL,,,,,Shigella flexneri,DB04137
1815,Early endosome antigen 1,EEA1,1016368,L40157,Q15075,EEA1_HUMAN,1HYI; 1HYJ; 1JOC; 3MJH,EEA1,EEA1,HGNC:3185,Humans,DB02942
1816,Precorrin-8X methylmutase,cobH,151173,M59301,P21638,COBH_SINSX,1F2V; 1I1H,,,,Pseudomonas denitrificans,DB02460
1817,Multidrug efflux pump subunit AcrB,acrB,290406,M94248,P31224,ACRB_ECOLI,1IWG; 1OY6; 1OY8; 1OY9; 1OYD; 1OYE; 1T9T; 1T9U; 1T9V; 1T9W; 1T9X; 1T9Y; 2DHH; 2DR6; 2DRD; 2GIF; 2HQC; 2HQD; 2HQF; 2HQG; 2HRT; 2I6W; 2J8S; 2RDD; 2W1B; 3AOA; 3AOB; 3AOC; 3AOD; 3D9B; 3NOC; 3NOG; 3W9H; 4C48; 4CDI; 4DX5; 4DX6; 4DX7; 4K7Q; 4U8V; 4U8Y; 4U95; 4U96,,,,Escherichia coli (strain K12),DB03619; DB03825
1818,ATP-dependent 6-phosphofructokinase,pfkA,143312,M15643,P00512,PFKA_GEOSE,1MTO; 3PFK; 3U39; 4I36; 4I4I; 4I7E; 4PFK; 6PFK,,,,Geobacillus stearothermophilus,DB02726; DB04493
1819,3-dehydroquinate dehydratase,aroD,47642,X54546,P24670,AROD_SALTI,1GQN; 1L9W; 1QFE; 4CLM; 4CNN; 4CNO; 4CNP; 4UIO,,,,Salmonella typhi,DB03746
1820,mRNA-capping enzyme,,1131446,U42580,Q84424,MCE_PBCV1,1CKM; 1CKN; 1CKO,,,,PBCV-1,DB03931; DB04137
1821,"Fatty acid-binding protein, brain",FABP7,2632065,AJ002962,O15540,FABP7_HUMAN,1FDQ; 1FE3; 1JJX; 5URA; 6L9O; 7E25; 8IVF; 8IVL,FABP7,FABP7,HGNC:3562,Humans,DB00159
1822,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB,7226107,AE002098,Q9JZW6,PANB_NEIMB,1O66; 1O68,,,,Neisseria meningitidis serogroup B (strain MC58),DB04074
1823,Holo-[acyl-carrier-protein] synthase,acpS,1881272,AB001488,P96618,ACPS_BACSU,1F7L; 1F7T; 1F80,,,,Bacillus subtilis (strain 168),DB01992; DB04447
1824,Dual specificity protein kinase CLK1,CLK1,632964,L29219,P49759,CLK1_HUMAN,1Z57; 2VAG; 5J1V; 5J1W; 5X8I; 6FT8; 6FT9; 6FYO; 6G33; 6I5H; 6I5I; 6I5K; 6I5L; 6KHD; 6Q8K; 6Q8P; 6QTY; 6R3D; 6R6E; 6R6X; 6R8J; 6RAA; 6TW2; 6YTA; 6YTD; 6YTE; 6YTG; 6YTI; 6Z4Z; 6Z50; 6ZLN; 7AK3; 7O9Y; 7OA0; 7OPG; 8P04; 8P08; 8UWN,CLK1,CLK1,HGNC:2068,Humans,DB04367; DB06376; DB08691; DB12010
1825,"Hydroxyacylglutathione hydrolase, mitochondrial",HAGH,1237213,X90999,Q16775,GLO2_HUMAN,1QH3; 1QH5,HAGH,HAGH,HGNC:4805,Humans,DB00143; DB03889
1826,Caspase-7,CASP7,1125073,U39613,P55210,CASP7_HUMAN,1F1J; 1GQF; 1I4O; 1I51; 1K86; 1K88; 1KMC; 1SHJ; 1SHL; 2QL5; 2QL7; 2QL9; 2QLB; 2QLF; 2QLJ; 3EDR; 3H1P; 3IBC; 3IBF; 3R5K; 4FDL; 4FEA; 4HQ0; 4HQR; 4JB8; 4JJ8; 4JR1; 4JR2; 4LSZ; 4ZVO; 4ZVP; 4ZVQ; 4ZVR; 4ZVS; 4ZVT; 4ZVU; 5IC6; 5K20; 5V6U; 5V6Z; 7WZS; 8DGZ; 8DJ3,CASP7,CASP7,HGNC:1508,Humans,DB03384; DB05408; DB06255
1827,Cyclin-dependent kinase 2 homolog,CRK2,9934,X61921,Q07785,CDK2H_PLAFK,1LCH; 1OB3; 1V0B; 1V0O; 1V0P,,,,Plasmodium falciparum (isolate K1 / Thailand),DB02519; DB02733
1828,Adenylosuccinate synthetase,purA,24054860,AE005674,Q83P33,PURA_SHIFL,,,,,Shigella flexneri,DB02954; DB04566
1829,3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase,fabA,24051235,AE005674,P0A6Q5,FABA_SHIFL,,,,,Shigella flexneri,DB03813
1830,Tryptophan--tRNA ligase 2,trpS2,6458825,AE000513,Q9RVD6,SYW2_DEIRA,1YI8; 1YIA; 1YID; 2A4M,,,,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),DB02959
1831,Phenylethylamine oxidase,,,,P46881,PAOX_ARTGO,1AV4; 1AVK; 1AVL; 1IQX; 1IQY; 1IU7; 1IVU; 1IVV; 1IVW; 1IVX; 1RJO; 1SIH; 1SII; 1UI7; 1UI8; 1W4N; 1W5Z; 1W6C; 1W6G; 1WMN; 1WMO; 1WMP; 2BT3; 2CFD; 2CFG; 2CFK; 2CFL; 2CFW; 2CG0; 2CG1; 2CWT; 2CWU; 2CWV; 2D1W; 2E2T; 2E2U; 2E2V; 2YX9; 2ZL8; 3AMO; 3KII; 3KN4; 3WA2; 3WA3; 3X3X; 3X3Y; 3X3Z; 3X40; 3X41; 3X42,,,,Arthrobacter globiformis,DB02511; DB02537; DB04334; DB06988
1832,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3,NMNAT3,14029540,AF345564,Q96T66,NMNA3_HUMAN,1NUP; 1NUQ; 1NUR; 1NUS; 1NUT; 1NUU,NMNAT3,NMNAT3,HGNC:20989,Humans,DB02596; DB03227; DB04099
1833,Deacetoxycephalosporin C synthase,cefE,153205,M32324,P18548,CEFE_STRCL,1DCS; 1E5H; 1E5I; 1HJF; 1HJG; 1RXF; 1RXG; 1UNB; 1UO9; 1UOB; 1UOF; 1UOG; 1W28; 1W2A; 1W2N; 1W2O; 2JB8,,,,Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602),DB03229; DB03938; DB04074
1834,Probable GTP-binding protein EngB,engB,496557,X76424,P38424,ENGB_BACSU,1SUL; 1SVI; 1SVW,,,,Bacillus subtilis (strain 168),DB04137; DB04315
1837,Phosphoenolpyruvate carboxylase,ppc,48666,X05903,P00864,CAPP_ECOLI,1FIY; 1JQN; 1QB4,,,,Escherichia coli (strain K12),DB04317
1838,Serine hydroxymethyltransferase,glyA,24052975,AE005674,P0A827,GLYA_SHIFL,,,,,Shigella flexneri,DB02824; DB11596
1839,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,ispD,4981955,AE000512,Q9X1B3,ISPD_THEMA,1VPA,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB02431
1840,Complement factor D,CFD,178626,M84526,P00746,CFAD_HUMAN,1BIO; 1DFP; 1DIC; 1DST; 1DSU; 1FDP; 1HFD; 2XW9; 2XWA; 2XWB; 4CBN; 4CBO; 4D9R; 5FBE; 5FBI; 5FCK; 5MT0; 5MT4; 5NAR; 5NAT; 5NAW; 5NB6; 5NB7; 5NBA; 5TCA; 5TCC; 6FTY; 6FTZ; 6FUG; 6FUH; 6FUI; 6FUJ; 6FUT; 6QMR; 6QMT; 6VMJ; 6VMK; 8D95; 8DEA; 8DG6,CFD,CFD,HGNC:2771,Humans,DB03058; DB04459; DB15401; DB18012
1841,Neocarzinostatin,ncsA,,,P0A3S0,NCZS_STRML,4JW3,,,,Streptomyces malayensis,DB04408
1842,Structural polyprotein,,62099,V01403,P03316,POLS_SINDV,1KXA; 1KXB; 1KXC; 1KXD; 1KXE; 1KXF; 1LD4; 1SVP; 1Z8Y; 2SNV; 2SNW; 3J0F; 3MUU; 3MUW,,,,SINV,DB03316
1843,Ras-related protein Rap-2a,RAP2A,35861,X12534,P10114,RAP2A_HUMAN,1KAO; 2RAP; 3RAP,RAP2A,RAP2A,HGNC:9861,Humans,DB04137; DB04315
1844,Diaminopimelate decarboxylase,lysA,455170,J01614,P00861,DCDA_ECOLI,1KNW; 1KO0,,,,Escherichia coli (strain K12),DB03252; DB03814
1845,Serpin B5,SERPINB5,453369,U04313,P36952,SPB5_HUMAN,1WZ9; 1XQG; 1XQJ; 1XU8,SERPINB5,SERPINB5,HGNC:8949,Humans,DB04530
1846,"ATP synthase subunit c, sodium ion specific",atpE,45612,X53845,P21905,ATPL_PROMO,,,,,Propionigenium modestum,DB03143
1847,Beta-amylase,spoII,4520330,AB024519,P36924,AMYB_BACCE,1B90; 1B9Z; 1CQY; 1ITC; 1J0Y; 1J0Z; 1J10; 1J11; 1J12; 1J18; 1VEM; 1VEN; 1VEO; 1VEP; 5BCA,,,,Bacillus cereus,DB02379; DB02645; DB03323; DB03389
1848,GTPase Der,der,4982010,AE000512,Q9X1F8,DER_THEMA,1MKY,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB04315
1849,GDP-mannose 6-dehydrogenase,algD,45268,Y00337,P11759,ALGD_PSEAE,1MFZ; 1MUU; 1MV8,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB04023
1851,Acidic cytochrome c3,,1770204,Y09718,P94690,CYC3A_DESAF,3CAO; 3CAR,,,,Desulfovibrio africanus,DB03901
1852,Kinesin-like protein KIF11,KIF11,1155084,X85137,P52732,KIF11_HUMAN,1II6; 1Q0B; 1X88; 1YRS; 2FKY; 2FL2; 2FL6; 2FME; 2G1Q; 2GM1; 2IEH; 2PG2; 2Q2Y; 2Q2Z; 2UYI; 2UYM; 2WOG; 2X2R; 2X7C; 2X7D; 2X7E; 2XAE; 3CJO; 3HQD; 3K3B; 3K5E; 3KEN; 3L9H; 3WPN; 3ZCW; 4A1Z; 4A28; 4A50; 4A51; 4A5Y; 4AP0; 4AQV; 4AQW; 4AS7; 4B7B; 4BBG; 4BXN; 4CK5; 4CK6; 4CK7; 4ZCA; 4ZHI; 5JV3; 5ZO7; 5ZO8; 5ZO9; 6G6Y; 6G6Z; 6HKX; 6HKY; 6TA3; 6TA4; 6TIW; 6TLE; 6TRL; 6Y1I; 8YHH,KIF11,KIF11,HGNC:6388,Humans,DB03996; DB04331; DB05546; DB06040; DB06188; DB07064; DB08032; DB08033; DB08037; DB08198; DB08239; DB08244; DB08246; DB08250; DB11671; DB11861
1853,Alcohol dehydrogenase,,440138,Z27089,P42328,ADH3_GEOSE,1RJW; 3PII,,,,Geobacillus stearothermophilus,DB03226
1854,Glycolipid transfer protein,GLTP,6959686,AF209704,Q9NZD2,GLTP_HUMAN,1SWX; 1SX6; 2EUK; 2EUM; 2EVD; 2EVL; 2EVS; 2EVT; 3RIC; 3RWV; 3RZN; 3S0I; 3S0K; 4GH0; 4GHP; 4GHS; 4GIX; 4GJQ; 4GVT; 4GXD; 4GXG; 4H2Z,GLTP,GLTP,HGNC:24867,Humans,DB03017; DB03203; DB03600; DB04465
1855,Macrophage migration inhibitory factor,MIF,188556,M25639,P14174,MIF_HUMAN,1CA7; 1CGQ; 1GCZ; 1GD0; 1GIF; 1LJT; 1MIF; 1P1G; 2OOH; 2OOW; 2OOZ; 3B9S; 3CE4; 3DJH; 3DJI; 3HOF; 3IJG; 3IJJ; 3JSF; 3JSG; 3JTU; 3L5P; 3L5R; 3L5S; 3L5T; 3L5U; 3L5V; 3SMB; 3SMC; 3U18; 3WNR; 3WNS; 3WNT; 4ETG; 4EUI; 4EVG; 4F2K; 4GRN; 4GRO; 4GRP; 4GRQ; 4GRR; 4GRU; 4GUM; 4K9G; 4OSF; 4OYQ; 4P01; 4P0H; 4PKK; 4PKZ; 4PLU; 4TRF; 4TRU; 4WR8; 4WRB; 4XX7; 4XX8; 4Z15; 4Z1T; 4Z1U; 5B4O; 5BS9; 5BSC; 5BSI; 5BSJ; 5EIZ; 5HVS; 5HVT; 5HVV; 5J7P; 5J7Q; 5UMJ; 5UMK; 5UZY; 5V70; 5V73; 5XEJ; 6B1C; 6B1K; 6B2C; 6BG6; 6BG7; 6CB5; 6CBF; 6CBG; 6CBH; 6FVE; 6FVH; 6OY8; 6OYB; 6OYE; 6OYG; 6PEG; 7E45; 7E47; 7E49; 7E4A; 7E4B; 7E4C; 7KQX; 7XTX; 7XVX; 8CA0; 8IMR; 8SON; 8SPN; 8TT9; 9BNQ; 9BNR,MIF,MIF,HGNC:7097,Humans,DB01880; DB02728; DB07718; DB07888; DB08333; DB08334; DB08335; DB08765
1856,3-hydroxy-3-methylglutaryl-coenzyme A reductase,mvaA,151259,M24015,P13702,MVAA_PSEMV,1QAX; 1QAY; 1R31; 1R7I; 1T02; 4I4B; 4I56; 4I64; 4I6A; 4I6W; 4I6Y,,,,Pseudomonas mevalonii,DB01992; DB03169; DB03518; DB03785
9080,3-dehydroquinate dehydratase,aroQ,,,P9WPX7,AROQ_MYCTU,1H05; 1H0R; 1H0S; 2DHQ; 2XB8; 2Y71; 2Y76; 2Y77; 3N59; 3N76; 3N7A; 3N86; 3N87; 3N8K; 3N8N; 4B6O; 4B6P; 4B6Q; 4CIV; 4CIW; 4CIX; 4CIY; 4CKW; 4CKX; 4CKY; 4CKZ; 4CL0; 4KI7; 4KIJ; 4KIU; 4KIW; 4V0S,,,,Mycobacterium tuberculosis,DB02801; DB03739
1858,Aminoglycoside 3'-phosphotransferase,aphA,47034,V01547,P0A3Y5,KKA3_ENTFL,1J7I; 1J7L; 1J7U; 1L8T; 2B0Q; 2BKK; 3Q2J; 3TM0,,,,Enterococcus faecalis,DB04395
1860,Histidine--tRNA ligase,hisS,55772094,AP008226,P56194,SYH_THET8,1ADJ; 1ADY,,,,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),DB04201
1861,TGF-beta receptor type-2,TGFBR2,339570,M85079,P37173,TGFR2_HUMAN,1KTZ; 1M9Z; 1PLO; 2PJY; 3KFD; 4P7U; 4XJJ; 5E8V; 5E8Y; 5E91; 5E92; 5QIN; 5TX4; 5TY4; 7DV6; 8G4K; 8YGZ; 9B9F; 9E9G; 9FDY; 9FK5; 9FKP,TGFBR2,TGFBR2,HGNC:11773,Humans,DB10770; DB10772; DB12010
1862,Cytosine deaminase,codA,581051,X63656,P25524,CODA_ECOLI,1K6W; 1K70; 1R9X; 1R9Y; 1R9Z; 1RA0; 1RA5; 1RAK; 3G77; 3O7U; 3R0D; 3RN6,,,,Escherichia coli (strain K12),DB03939; DB04135
1863,Fe(3+) dicitrate transport protein FecA,fecA,145922,M20981,P13036,FECA_ECOLI,1KMO; 1KMP; 1PNZ; 1PO0; 1PO3; 1ZZV; 2D1U,,,,Escherichia coli (strain K12),DB04079; DB04147
1864,Elongation factor Tu,tufA,24053801,AE005674,Q83JC4,EFTU_SHIFL,,,,,Shigella flexneri,DB02975; DB04315
1865,"Limonene-1,2-epoxide hydrolase",limA,4160334,Y18005,Q9ZAG3,LIMA_RHOER,1NU3; 1NWW; 4R9K; 4R9L; 4XBT; 4XBX; 4XBY; 4XDV; 4XDW,,,,Rhodococcus erythropolis,DB02641; DB03814; DB04165
1866,D-2-hydroxyacid dehydrogenase (NAD+),,149538,M26929,P17584,DHD2_LACPA,1DXY,,,,Lactobacillus paracasei,DB03229
1867,HTH-type transcriptional regulator TreR,treR,537083,U14003,P36673,TRER_ECOLI,4XXH,,,,Escherichia coli (strain K12),DB02430
1868,Penicillin-binding protein 2X,pbpX,47392,X16367,P59676,PBPX_STRR6,1PYY,,,,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB01147; DB03190; DB04918; DB14733
1869,Exotoxin A,eta,151216,K01397,P11439,TOXA_PSEAE,1AER; 1DMA; 1IKP; 1IKQ; 1XK9; 1ZM2; 1ZM3; 1ZM4; 1ZM9; 2ZIT; 3B78; 3B82; 3B8H,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB02701; DB08348
1870,Quinohemoprotein alcohol dehydrogenase,qheDH,663196,X81880,Q46444,QHED_COMTE,1KB0,,,,Comamonas testosteroni,DB03051; DB03205; DB03317; DB03679
1871,N-succinylarginine dihydrolase,astB,1788040,U00096,P76216,ASTB_ECOLI,1YNF; 1YNH; 1YNI,,,,Escherichia coli (strain K12),DB02501; DB03582
1872,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,B3GAT3,3892640,AB009598,O94766,B3GA3_HUMAN,1FGG; 1KWS; 3CU0,B3GAT3,B3GAT3,HGNC:923,Humans,DB03041; DB03435
9081,Mycocyclosin synthase,cyp121,,,P9WPP7,CP121_MYCTU,1N40; 1N4G; 2IJ5; 2IJ7; 3CXV; 3CXX; 3CXY; 3CXZ; 3CY0; 3CY1; 3G5F; 3G5H; 4G1X; 4G2G; 4G44; 4G45; 4G46; 4G47; 4G48; 4ICT; 4IPS; 4IPW; 4IQ7; 4IQ9; 5IBD; 5IBE; 5IBF; 5IBG; 5IBH; 5IBI; 5IBJ,,,,Mycobacterium tuberculosis,DB02721; DB08761
1875,Ornithine carbamoyltransferase subunit I,argI,145344,J02842,P04391,OTC1_ECOLI,1AKM; 1DUV; 2OTC,,,,Escherichia coli (strain K12),DB02965
1876,Arsenate reductase,arsC,150729,M86824,P0A006,ARSC_STAAU,1JF8; 1JFV; 1LJL; 1LJU; 1LK0; 1RXE; 1RXI; 2CD7; 2FXI,,,,Staphylococcus aureus,DB02763; DB03138; DB03352
1877,Triosephosphate isomerase,tpiA,49093,X66129,P00943,TPIS_GEOSE,1BTM; 2BTM,,,,Geobacillus stearothermophilus,DB02726
1878,Rhamnulose-1-phosphate aldolase,rhaD,396681,X60472,P32169,RHAD_ECOLI,1GT7; 1OJR; 2UYU; 2UYV; 2V29; 2V2A; 2V2B; 2V9E; 2V9F; 2V9G; 2V9I; 2V9L; 2V9M; 2V9N; 2V9O,,,,Escherichia coli (strain K12),DB03026
1879,Hydroxyethylthiazole kinase,thiM,,X73124,P39593,THIM_BACSU,1C3Q; 1EKK; 1EKQ; 1ESJ; 1ESQ,,,,Bacillus subtilis (strain 168),DB02969
1880,L-rhamnose isomerase,rhaA,396680,X60472,P32170,RHAA_ECOLI,1D8W; 1DE5; 1DE6,,,,Escherichia coli (strain K12),DB02399; DB02961
1881,Glutamine synthetase,glnA,154090,M14536,P0A1P6,GLN1B_SALTY,1F1H; 1F52; 1FPY; 1LGR; 2GLS; 2LGS,,,,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),DB02663
1883,Thymidine kinase,tdk,6899605,AE002158,Q9PPP5,KITH_UREPA,2B8T; 2UZ3,,,,Ureaplasma parvum serovar 3 (strain ATCC 700970),DB02452
1885,Arsenical pump-driving ATPase,arsA,151857,J02591,P08690,ARSA1_ECOLX,1F48; 1IHU; 1II0; 1II9,,,,Escherichia coli,DB02453; DB04395; DB04456
1886,Galectin-10,CLC,187274,L01664,Q05315,LEG10_HUMAN,1G86; 1HDK; 1LCL; 1QKQ; 5XRG; 5XRH; 5XRI; 5XRJ; 5XRK; 5XRL; 5XRM; 5XRN; 5XRO; 5XRP; 5YT4; 6A1S; 6A1T; 6A1U; 6A1V; 6A1X; 6A1Y; 6GKQ; 6GKS; 6GKT; 6GKU; 6GLW; 6GLX; 6L64; 6L67; 6L68; 6L6A; 6L6B; 6L6C; 6L6D; 6QRN; 8JAE,CLC,CLC,HGNC:2014,Humans,DB02967; DB02983
1887,Phosphoheptose isomerase,gmhA,9950658,AE004091,Q9HVZ0,GMHA_PSEAE,1X92; 3BJZ,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB02470
1889,Triosephosphate isomerase,tpiA,1199673,U48935,P50921,TPIS_MORMI,1AW1; 1AW2,,,,Vibrio marinus,DB02726
1890,Cyanovirin-N,,,,P81180,CVN_NOSEL,1IIY; 1J4V; 1L5B; 1L5E; 1LOM; 1N02; 2EZM; 2EZN; 2PYS; 2RDK; 2RP3; 2Z21; 3CZZ; 3EZM; 3GXY; 3GXZ; 3LHC; 3S3Y; 3S3Z; 4J4C; 4J4D; 4J4E; 4J4F; 4J4G,,,,Nostoc ellipsosporum,DB02695; DB03309
1891,Malate dehydrogenase,mdh,4235484,AF109682,Q9ZF99,MDH_AQUAR,1B8P; 1B8U; 1B8V,,,,Aquaspirillum arcticum,DB02637
1892,NADP-dependent isopropanol dehydrogenase,adh,1771791,X64841,P14941,ADH_THEBR,1BXZ; 1YKF; 2NVB; 3FPC; 3FPL; 3FSR; 3FTN,,,,Thermoanaerobacter brockii,DB02606; DB03461
1893,Thromboxane-A synthase,TBXAS1,338704,M80647,P24557,THAS_HUMAN,,TBXAS1,TBXAS1,HGNC:11609,Humans,DB01207; DB03052; DB05505; DB05673; DB20432; DB20840; DB21024; DB21383
1894,"Pyruvate, phosphate dikinase",ppdK,143961,M60920,P22983,PPDK_CLOSY,1DIK; 1GGO; 1JDE; 1KBL; 1KC7; 2DIK; 2FM4; 2R82,,,,Clostridium symbiosum,DB02522
1895,Putative DD-carboxypeptidase TP_0574,,155053,M88769,P29723,TA47_TREPA,1O75,,,,Treponema pallidum (strain Nichols),DB02879
